--------------------
BDMEP - INMET
--------------------
Estação           : SAO LUIS - MA (OMM: 82280)
Latitude  (graus) : -2.53
Longitude (graus) : -44.21
Altitude  (metros): 50.86
Estação Operante
Inicio de operação: 18/11/1924
Periodo solicitado dos dados: 01/01/1998 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVento;Nebulosidade;
82280;18/12/1998;1200;29.2;25.4;74;1004.7;;;9;
82280;18/12/1998;1800;30.6;25.6;67;1002.6;;;7;
82280;19/12/1998;0000;26.2;23.5;80;1003.1;;;3;
82280;19/12/1998;1200;28.6;24.6;72;1005.3;;;8;
82280;19/12/1998;1800;32.8;26.3;60;1001.6;;;4;
82280;20/12/1998;0000;26.2;23.2;78;1004.1;;;2;
82280;20/12/1998;1200;29.4;24.4;66;1004.9;;;8;
82280;20/12/1998;1800;29.2;24.8;70;1001.8;;;10;
82280;21/12/1998;0000;26.7;24.2;81;1003.1;;;7;
82280;21/12/1998;1200;25;23.6;89;1004.6;;;10;
82280;21/12/1998;1800;23;22;92;1003;;;10;
82280;22/12/1998;0000;23.2;22;90;1002.6;;;8;
82280;22/12/1998;1200;27;24.8;84;1003.4;;;10;
82280;22/12/1998;1800;28.8;24;67;1002.3;;;10;
82280;23/12/1998;0000;25.4;23.2;83;1003.3;;;3;
82280;23/12/1998;1200;28.2;24.2;72;1005.2;;;10;
82280;23/12/1998;1800;33.4;24.8;50;1002.8;;;7;
82280;24/12/1998;0000;26.6;24.4;84;1004.6;;;10;
82280;24/12/1998;1200;28.2;25.2;79;1005;;;8;
82280;24/12/1998;1800;30.2;25.4;68;1002.1;;;9;
82280;25/12/1998;0000;23.8;22.6;90;1005;;;10;
82280;25/12/1998;1200;28.2;25.6;81;1005.4;;;6;
82280;25/12/1998;1800;31;25;62;1001.6;;;3;
82280;26/12/1998;0000;27;24.2;79;1004.3;;;5;
82280;26/12/1998;1200;26;24.4;88;1006.4;;;10;
82280;26/12/1998;1800;29.6;25.6;73;1004.3;;;9;
82280;27/12/1998;0000;25.6;24.2;89;1005.5;;;4;
82280;27/12/1998;1200;28;25;78;1005.6;;;8;
82280;27/12/1998;1800;28.2;25;77;1005.1;;;10;
82280;28/12/1998;0000;26;23.5;81;1004.2;;;2;
82280;28/12/1998;1200;29.4;25.4;73;1004.6;;;6;
82280;28/12/1998;1800;31;25.5;64;1001.5;;;6;
82280;29/12/1998;0000;25.6;23.8;86;1002.7;;;6;
82280;29/12/1998;1200;26.8;25.4;89;1005;;;10;
82280;29/12/1998;1800;25;23.8;91;1002.3;;;10;
82280;30/12/1998;0000;25.6;24.6;92;1004.9;;;10;
82280;30/12/1998;1200;29;25.4;75;1004.6;;;6;
82280;30/12/1998;1800;27.4;24.4;78;1002.6;;;10;
82280;31/12/1998;0000;26.8;24.2;81;1004;;;10;
82280;31/12/1998;1200;28.2;24.5;74;1003.1;;;8;
82280;31/12/1998;1800;31.4;25.4;62;1001.9;;;4;
82280;01/01/1999;0000;26;24;85;1002.5;;;4;
82280;01/01/1999;1200;29.6;24.8;68;1002.5;;;6;
82280;01/01/1999;1800;32.6;25.6;57;999.9;;;2;
82280;02/01/1999;0000;26.8;24.4;82;1002.4;;;2;
82280;02/01/1999;1200;28.8;24.6;71;1002.7;;;6;
82280;02/01/1999;1800;31;25;62;1000.3;;;3;
82280;03/01/1999;0000;26.8;23;73;1001.5;;;6;
82280;03/01/1999;1200;29;24.8;71;1002.7;;;6;
82280;03/01/1999;1800;31.4;24.9;59;1001;;;4;
82280;04/01/1999;0000;26;23.5;81;1002.1;;;4;
82280;04/01/1999;1200;28.6;25.4;77;1003.5;;;5;
82280;04/01/1999;1800;31.4;26.4;68;1001.1;;;4;
82280;05/01/1999;0000;26.4;24.4;85;1002.5;;;2;
82280;05/01/1999;1200;28;25;78;1002.4;;;10;
82280;05/01/1999;1800;30;25.6;70;1000.2;;;8;
82280;06/01/1999;0000;26.4;23.9;81;1001.5;;;0;
82280;06/01/1999;1200;28;25;78;1003.7;;;10;
82280;06/01/1999;1800;31.4;26;65;1002.5;;;6;
82280;07/01/1999;0000;26.2;23.6;81;1002.7;;;3;
82280;07/01/1999;1200;28;24.8;77;1005.2;;;10;
82280;07/01/1999;1800;29.2;25.2;73;1002.9;;;10;
82280;08/01/1999;0000;26.4;24.6;86;1003.9;;;5;
82280;08/01/1999;1200;26.2;25.2;92;1002.7;;;10;
82280;08/01/1999;1800;30;25.2;68;1001.3;;;6;
82280;09/01/1999;0000;23.2;21.6;87;1004;;;10;
82280;09/01/1999;1200;24.8;23.4;89;1004.8;;;10;
82280;09/01/1999;1800;28.4;24;70;1003;;;9;
82280;10/01/1999;0000;25;22.8;83;1003.8;;;9;
82280;10/01/1999;1200;26.2;25;91;1005.3;;;10;
82280;10/01/1999;1800;25.8;24.6;91;1003.5;;;10;
82280;11/01/1999;0000;24;23.6;97;1003.9;;;8;
82280;11/01/1999;1200;26;24.6;89;1004.5;;;10;
82280;11/01/1999;1800;28.6;24.2;70;1001.1;;;9;
82280;12/01/1999;0000;25.8;23.8;85;1004.1;;;9;
82280;12/01/1999;1200;24.6;23.3;90;1005.4;;;10;
82280;12/01/1999;1800;30;25;67;1002.3;;;8;
82280;13/01/1999;0000;25.8;23.8;85;1003.7;;;5;
82280;13/01/1999;1200;26.6;24.4;84;1005.8;;;10;
82280;13/01/1999;1800;27.4;24.6;80;1002.8;;;10;
82280;14/01/1999;0000;25.6;23.2;82;1005.3;;;4;
82280;14/01/1999;1200;27.4;24.8;81;1005.6;;;10;
82280;14/01/1999;1800;30.4;25.4;67;1002.7;;;6;
82280;15/01/1999;0000;26;23.6;82;1005.6;;;5;
82280;15/01/1999;1200;28;25.6;83;1005.6;;;9;
82280;15/01/1999;1800;31;25.8;66;1001.8;;;4;
82280;16/01/1999;0000;26;24;85;1002.9;;;3;
82280;16/01/1999;1200;29;24.4;69;1005.9;;;5;
82280;16/01/1999;1800;30.6;25.6;67;1002.7;;;9;
82280;17/01/1999;0000;26.8;24.8;85;1005.1;;;7;
82280;17/01/1999;1200;28.8;24.8;72;1005.2;;;6;
82280;17/01/1999;1800;29.8;25.7;72;1003.9;;;8;
82280;18/01/1999;0000;26;23.4;80;1004.6;;;0;
82280;18/01/1999;1200;29;25.2;74;1005.5;;;10;
82280;18/01/1999;1800;28;25.4;81;1004.3;;;9;
82280;19/01/1999;0000;25.4;23.6;86;1005.1;;;1;
82280;19/01/1999;1200;26;24.8;91;1006.8;;;7;
82280;19/01/1999;1800;30.2;25.4;68;1003.6;;;6;
82280;20/01/1999;0000;25.6;24.4;91;1005.2;;;10;
82280;20/01/1999;1200;26;24;85;1005;;;4;
82280;20/01/1999;1800;29.6;26;75;1003.8;;;4;
82280;21/01/1999;0000;25.8;23.4;82;1004.6;;;2;
82280;21/01/1999;1200;24.6;23.6;92;1005;;;9;
82280;21/01/1999;1800;29.6;25.1;70;1003.3;;;8;
82280;22/01/1999;0000;25.6;23.3;82;1004.2;;;2;
82280;22/01/1999;1200;28;25.2;80;1005.6;;;7;
82280;22/01/1999;1800;29;24.8;71;1002.6;;;8;
82280;23/01/1999;0000;26;24.2;86;1004.5;;;4;
82280;23/01/1999;1200;28;24.8;77;1004.3;;;8;
82280;23/01/1999;1800;30.8;26;68;1001.2;;;6;
82280;24/01/1999;0000;26.6;24.6;85;1001.7;;;4;
82280;24/01/1999;1200;29.4;25.7;75;1002.3;;;6;
82280;24/01/1999;1800;30.8;26.8;73;1000.7;;;8;
82280;25/01/1999;0000;26.8;24.4;82;1001.1;;;1;
82280;25/01/1999;1200;28.4;25.4;79;1002.6;;;7;
82280;25/01/1999;1800;30.6;25.6;67;1000;;;6;
82280;26/01/1999;0000;26.8;24.4;82;1002.5;;;3;
82280;26/01/1999;1200;28.4;24.4;72;1003.3;;;10;
82280;26/01/1999;1800;30.4;25;65;1001;;;7;
82280;27/01/1999;0000;26.4;23.2;76;1001.9;;;5;
82280;27/01/1999;1200;29;24.6;70;1004.3;;;8;
82280;27/01/1999;1800;29.2;25;71;1001.9;;;6;
82280;28/01/1999;0000;26.6;23.9;80;1003.5;;;6;
82280;28/01/1999;1200;28.2;24;71;1004.3;;;7;
82280;28/01/1999;1800;30;25;67;1002.3;;;5;
82280;29/01/1999;0000;26.4;23;75;1003.6;;;6;
82280;29/01/1999;1200;28.8;25.1;74;1004.6;;;6;
82280;29/01/1999;1800;30;25.4;69;1003.1;;;4;
82280;30/01/1999;0000;26.6;23.9;80;1004;;;5;
82280;30/01/1999;1200;28.4;25.4;79;1004.6;;;8;
82280;30/01/1999;1800;28;24.6;76;1002.2;;;9;
82280;31/01/1999;0000;26;23.6;82;1003.5;;;9;
82280;31/01/1999;1200;25;23.4;87;1005.4;;;8;
82280;31/01/1999;1800;27.4;25.4;85;1002.5;;;9;
82280;01/02/1999;0000;25;24.2;94;1003.7;;;6;
82280;01/02/1999;1200;28;24.6;76;1002.8;;;5;
82280;01/02/1999;1800;30.4;25.8;69;1001;;;3;
82280;02/02/1999;0000;26.6;24;81;1003.1;;;4;
82280;02/02/1999;1200;28;25.2;80;1003.3;;;8;
82280;02/02/1999;1800;30.6;25.6;67;1001.5;;;6;
82280;03/02/1999;0000;26.6;24;81;1003;;;6;
82280;03/02/1999;1200;25.2;24.2;92;1004.1;;;8;
82280;03/02/1999;1800;23.4;22.8;95;1003.9;;;10;
82280;04/02/1999;0000;22.6;22.2;97;1005;;;10;
82280;04/02/1999;1200;25.4;24.4;92;1004.3;;;10;
82280;04/02/1999;1800;29;24.8;71;1002.1;;;10;
82280;05/02/1999;0000;23.6;21.8;86;1003.4;;;10;
82280;05/02/1999;1200;25.2;24.2;92;1004.8;;;10;
82280;05/02/1999;1800;25.8;24.5;90;1003.8;;;9;
82280;06/02/1999;0000;23;21.8;90;1005.5;;;10;
82280;06/02/1999;1200;27;25.2;87;1005.6;;;8;
82280;06/02/1999;1800;23.2;22.8;97;1004.7;;;10;
82280;07/02/1999;0000;23.6;23.4;98;1004.4;;;10;
82280;07/02/1999;1200;27.6;24.9;80;1006.6;;;7;
82280;07/02/1999;1800;31;24.8;60;1004.1;;;4;
82280;08/02/1999;0000;25.2;22.8;82;1006;;;0;
82280;08/02/1999;1200;28.8;24.7;72;1006.6;;;7;
82280;08/02/1999;1800;29.6;25.6;73;1004.5;;;7;
82280;09/02/1999;0000;26.2;24.1;84;1005.6;;;4;
82280;09/02/1999;1200;26;25.2;94;1007.6;;;8;
82280;09/02/1999;1800;23.4;22.6;93;1005.1;;;10;
82280;10/02/1999;0000;24.4;24;97;1006.4;;;6;
82280;10/02/1999;1200;28.2;25.9;83;1005;;;7;
82280;10/02/1999;1800;29.4;25.8;75;1001.9;;;2;
82280;11/02/1999;0000;25.2;23.2;85;1004.1;;;0;
82280;11/02/1999;1200;28.2;25.2;79;1004.8;;;6;
82280;11/02/1999;1800;28.6;25.1;75;1002.3;;;9;
82280;12/02/1999;0000;25.8;23.4;82;1003.9;;;6;
82280;12/02/1999;1200;27.2;25.8;89;1004.9;;;6;
82280;12/02/1999;1800;27;25.8;91;1002.5;;;7;
82280;13/02/1999;0000;25.4;24.8;95;1004.1;;;4;
82280;13/02/1999;1200;28;25.4;81;1004.8;;;8;
82280;13/02/1999;1800;29.4;25.4;73;1002.1;;;6;
82280;14/02/1999;0000;26.2;24.1;84;1003.6;;;3;
82280;14/02/1999;1200;28;25;78;1005.2;;;8;
82280;14/02/1999;1800;27.2;25.2;85;1003;;;10;
82280;15/02/1999;0000;25;23.4;87;1003.7;;;10;
82280;15/02/1999;1200;27.6;25.6;85;1004.7;;;8;
82280;15/02/1999;1800;29;25.8;78;1001.6;;;9;
82280;16/02/1999;0000;26.2;24.8;89;1003.4;;;9;
82280;16/02/1999;1200;28;25.8;84;1003.7;;;8;
82280;16/02/1999;1800;24.6;23;87;1001.7;;;9;
82280;17/02/1999;0000;25.6;24;88;1001.9;;;3;
82280;17/02/1999;1200;28;25.5;82;1004.6;;;9;
82280;17/02/1999;1800;28.6;25.5;78;1001.7;;;10;
82280;18/02/1999;0000;26.4;24.7;87;1002.7;;;10;
82280;18/02/1999;1200;23.8;23.4;97;1005.9;;;10;
82280;18/02/1999;1800;29;25.8;78;1003;;;7;
82280;19/02/1999;0000;25.2;24.4;94;1005;;;5;
82280;19/02/1999;1200;28;26;85;1004.8;;;9;
82280;19/02/1999;1800;30.4;26.1;71;1002.1;;;6;
82280;20/02/1999;0000;25.8;24;86;1004.2;;;3;
82280;20/02/1999;1200;28;25;78;1004.6;;;6;
82280;20/02/1999;1800;30.2;25.2;67;1002.6;;;6;
82280;21/02/1999;0000;26;24;85;1004.3;;;6;
82280;21/02/1999;1200;27.8;25.6;84;1005.7;;;8;
82280;21/02/1999;1800;30.4;25.8;69;1003.1;;;5;
82280;22/02/1999;0000;26.4;24.8;88;1005;;;4;
82280;22/02/1999;1200;28;25;78;1004.6;;;8;
82280;22/02/1999;1800;28.4;24.8;75;1002.5;;;10;
82280;23/02/1999;0000;25;23.3;87;1004.6;;;10;
82280;23/02/1999;1200;25.4;24;89;1006.3;;;10;
82280;23/02/1999;1800;28;24.8;77;1003;;;9;
82280;24/02/1999;0000;25.2;24.4;94;1005.2;;;10;
82280;24/02/1999;1200;24.2;23.8;97;1005.8;;;10;
82280;24/02/1999;1800;26.4;24.2;83;1002.8;;;9;
82280;25/02/1999;0000;24.6;24;95;1005.1;;;10;
82280;25/02/1999;1200;26;24.2;86;1005.9;;;8;
82280;25/02/1999;1800;29.6;25.8;74;1003;;;6;
82280;26/02/1999;0000;25;24.2;94;1004.8;;;10;
82280;26/02/1999;1200;23.8;23.4;97;1006.3;;;9;
82280;26/02/1999;1800;26.6;24.8;86;1003.3;;;10;
82280;27/02/1999;0000;24.6;24;95;1004.8;;;10;
82280;27/02/1999;1200;27.4;25.2;84;1005.4;;;8;
82280;27/02/1999;1800;28.4;25.8;81;1001.8;;;7;
82280;28/02/1999;0000;23;22.4;95;1004.9;;;10;
82280;28/02/1999;1200;27;25.6;89;1004.8;;;10;
82280;28/02/1999;1800;29.6;26;75;1000.3;;;9;
82280;01/03/1999;0000;26.6;24.6;85;1001.2;;;8;
82280;01/03/1999;1200;27;25;85;1002.8;;;10;
82280;01/03/1999;1800;27.6;24.8;80;1000.5;;;10;
82280;02/03/1999;0000;24.8;23.5;90;1001.8;;;10;
82280;02/03/1999;1200;25.8;24.4;89;1004.2;;;10;
82280;02/03/1999;1800;26;24.6;89;1001.9;;;10;
82280;03/03/1999;0000;24.2;23.8;97;1004;;;10;
82280;03/03/1999;1200;26;24;85;1006;;;10;
82280;03/03/1999;1800;28.2;25;77;1002.5;;;10;
82280;04/03/1999;0000;25;23.1;85;1004.9;;;10;
82280;04/03/1999;1200;28;25.2;80;1003.8;;;10;
82280;04/03/1999;1800;27;24.3;80;1002.1;;;10;
82280;05/03/1999;0000;25;23.7;90;1002.8;;;10;
82280;05/03/1999;1200;26;24.6;89;1004.1;;;8;
82280;05/03/1999;1800;29.8;25.8;73;1000.9;;;9;
82280;06/03/1999;0000;25.4;24.6;94;1003;;;10;
82280;06/03/1999;1200;26;24;85;1003.2;;;10;
82280;06/03/1999;1800;29;25.8;78;1000.9;;;8;
82280;07/03/1999;0000;24.2;23;90;1002.8;;;10;
82280;07/03/1999;1200;26.8;23.8;78;1003.8;;;9;
82280;07/03/1999;1800;28.8;25;74;1001;;;5;
82280;08/03/1999;0000;25.2;23.3;85;1002.4;;;1;
82280;08/03/1999;1200;27.2;25.4;87;1004;;;5;
82280;08/03/1999;1800;29.2;25.8;76;1000.8;;;8;
82280;09/03/1999;0000;24.6;23.8;94;1002.8;;;3;
82280;09/03/1999;1200;26;24.8;91;1004.6;;;9;
82280;09/03/1999;1800;28;25;79;1001.5;;;10;
82280;10/03/1999;0000;24.8;23.5;90;1002.8;;;2;
82280;10/03/1999;1200;27.6;25;81;1004.6;;;6;
82280;10/03/1999;1800;29.8;25.8;73;1002.2;;;10;
82280;11/03/1999;0000;25.4;24;89;1003.7;;;0;
82280;11/03/1999;1200;28.2;25.2;79;1006;;;3;
82280;11/03/1999;1800;29.4;26;76;1002.5;;;7;
82280;12/03/1999;0000;24.8;24.4;97;1004.7;;;2;
82280;12/03/1999;1200;27.6;25.6;85;1005.8;;;6;
82280;12/03/1999;1800;29.6;26;75;1001.9;;;8;
82280;13/03/1999;0000;26;24;85;1004;;;7;
82280;13/03/1999;1200;27;25;85;1005.2;;;8;
82280;13/03/1999;1800;27;25.5;89;1001.7;;;10;
82280;14/03/1999;0000;24;23.4;95;1004.8;;;10;
82280;14/03/1999;1200;24.4;24;97;1005.7;;;10;
82280;14/03/1999;1800;29.2;25.4;74;1002.4;;;6;
82280;15/03/1999;0000;24.6;24.2;97;1005.4;;;10;
82280;15/03/1999;1200;26.6;25.2;89;1005.8;;;8;
82280;15/03/1999;1800;28.6;26;81;1001.9;;;9;
82280;16/03/1999;0000;25;23.4;87;1003.3;;;1;
82280;16/03/1999;1200;27.2;25;84;1004.8;;;7;
82280;16/03/1999;1800;28;25.4;81;1001.3;;;10;
82280;17/03/1999;0000;24.2;23.3;93;1003;;;10;
82280;17/03/1999;1200;24.2;24;98;1005.1;;;10;
82280;17/03/1999;1800;28.8;25.6;78;1001.3;;;9;
82280;18/03/1999;0000;25.2;24.6;95;1003.2;;;8;
82280;18/03/1999;1200;24.4;24;97;1002.8;;;10;
82280;18/03/1999;1800;27.4;24.9;82;1001.7;;;8;
82280;19/03/1999;0000;25;23.8;91;1002.8;;;8;
82280;19/03/1999;1200;25;23.2;86;1004.8;;;10;
82280;19/03/1999;1800;27.6;25.3;83;1001.9;;;6;
82280;20/03/1999;0000;24.2;23.2;92;1003.8;;;8;
82280;20/03/1999;1200;25.6;24.2;89;1005.9;;;10;
82280;20/03/1999;1800;29;25.2;74;1003.3;;;10;
82280;21/03/1999;0000;24.4;23.6;94;1004.4;;;9;
82280;21/03/1999;1200;27;24.6;82;1004.4;;;6;
82280;21/03/1999;1800;29;26.4;82;1002.2;;;9;
82280;22/03/1999;0000;24;22.8;90;1003.7;;;0;
82280;22/03/1999;1200;27.4;25.4;85;1004.8;;;7;
82280;22/03/1999;1800;29.2;24.4;68;1002.7;;;8;
82280;23/03/1999;0000;25;24;92;1004.3;;;9;
82280;23/03/1999;1200;25.8;25;94;1006.3;;;9;
82280;23/03/1999;1800;25.8;24.6;91;1003.4;;;10;
82280;24/03/1999;0000;24.8;24.4;97;1005.8;;;10;
82280;24/03/1999;1200;26.2;24;83;1005.6;;;6;
82280;24/03/1999;1800;29.4;25.6;74;1002.5;;;5;
82280;25/03/1999;0000;24.2;23.6;95;1005.1;;;10;
82280;25/03/1999;1200;27.8;25.5;83;1006.1;;;10;
82280;25/03/1999;1800;28;25.6;83;1002.5;;;8;
82280;26/03/1999;0000;24.8;23.9;93;1004.5;;;5;
82280;26/03/1999;1200;27.8;25.6;84;1006.5;;;7;
82280;26/03/1999;1800;28.2;25.4;80;1003;;;8;
82280;27/03/1999;0000;24.8;24;94;1005.8;;;8;
82280;27/03/1999;1200;28;25.6;83;1006.8;;;8;
82280;27/03/1999;1800;24.8;23.5;90;1004.1;;;10;
82280;28/03/1999;0000;24.6;23.7;93;1005.8;;;4;
82280;28/03/1999;1200;27.2;25;84;1005.6;;;10;
82280;28/03/1999;1800;28;25.7;83;1002.3;;;9;
82280;29/03/1999;0000;25.6;24.3;90;1004;;;6;
82280;29/03/1999;1200;27.6;26;88;1005.8;;;8;
82280;29/03/1999;1800;27.8;25.8;85;1001.8;;;9;
82280;30/03/1999;0000;24.8;24.2;95;1004.3;;;7;
82280;30/03/1999;1200;28.6;26;81;1004.7;;;6;
82280;30/03/1999;1800;26;24.8;91;1001.8;;;10;
82280;31/03/1999;0000;25.4;24.8;95;1004.1;;;6;
82280;31/03/1999;1200;27;25.7;90;1004.8;;;10;
82280;31/03/1999;1800;26.4;25.1;90;1002.2;;;10;
82280;01/04/1999;0000;23.2;22.6;95;1004.6;;;8;
82280;01/04/1999;1200;22.8;22.4;97;1006;;;10;
82280;01/04/1999;1800;28.6;25.2;76;1002.5;;;9;
82280;02/04/1999;0000;25.4;24.6;94;1003.9;;;10;
82280;02/04/1999;1200;28;25.6;83;1004.4;;;9;
82280;02/04/1999;1800;30.2;26;72;1001.2;;;8;
82280;03/04/1999;0000;25;24.4;95;1003.9;;;9;
82280;03/04/1999;1200;26.6;24.8;86;1004.8;;;8;
82280;03/04/1999;1800;28;25;78;1002.2;;;10;
82280;04/04/1999;0000;24;23.6;97;1004.6;;;10;
82280;04/04/1999;1200;26.6;24.4;84;1005.3;;;7;
82280;04/04/1999;1800;29.8;26;74;1002.3;;;6;
82280;05/04/1999;0000;24.4;24;97;1004.8;;;6;
82280;05/04/1999;1200;24.6;24.2;97;1005.4;;;10;
82280;05/04/1999;1800;31;26.6;71;1001.3;;;8;
82280;06/04/1999;0000;24;22.8;90;1004.8;;;10;
82280;06/04/1999;1200;28;26;85;1005.6;;;8;
82280;06/04/1999;1800;31;26.6;71;1002.7;;;6;
82280;07/04/1999;0000;26;23.6;82;1004.5;;;0;
82280;07/04/1999;1200;27.6;26;88;1006.5;;;10;
82280;07/04/1999;1800;28.8;25.4;76;1003.9;;;10;
82280;08/04/1999;0000;25.2;24.4;94;1005.6;;;7;
82280;08/04/1999;1200;28.2;25.6;81;1005.6;;;6;
82280;08/04/1999;1800;30;26;73;1002.1;;;8;
82280;09/04/1999;0000;25.8;23.2;80;1003.9;;;4;
82280;09/04/1999;1200;28.4;25.6;80;1004.6;;;7;
82280;09/04/1999;1800;30;25.4;69;1001.7;;;4;
82280;10/04/1999;0000;25.8;24.1;87;1003.2;;;2;
82280;10/04/1999;1200;27.2;26.2;92;1004.6;;;10;
82280;10/04/1999;1800;28.6;25.8;80;1002.1;;;10;
82280;11/04/1999;0000;24.6;24;95;1005.4;;;8;
82280;11/04/1999;1200;28;26.2;87;1005.7;;;10;
82280;11/04/1999;1800;26;24.8;91;1005.4;;;10;
82280;12/04/1999;0000;25.4;24.1;90;1005.8;;;10;
82280;12/04/1999;1200;28.5;25.6;79;1007.6;;;5;
82280;12/04/1999;1800;26.4;25;89;1004.9;;;10;
82280;13/04/1999;0000;24.8;23.8;92;1006.8;;;5;
82280;13/04/1999;1200;27;25.4;88;1008.3;;;8;
82280;13/04/1999;1800;25.6;24.4;91;1004.6;;;9;
82280;14/04/1999;0000;25;24.2;94;1006.5;;;10;
82280;14/04/1999;1200;27.8;25;80;1005.8;;;3;
82280;14/04/1999;1800;31;26.4;70;1003.5;;;4;
82280;15/04/1999;0000;26.2;24.6;88;1005.5;;;10;
82280;15/04/1999;1200;28.8;25.6;77;1005.6;;;5;
82280;15/04/1999;1800;29.2;25.6;75;1002.3;;;8;
82280;16/04/1999;0000;25.4;23.7;87;1005.1;;;4;
82280;16/04/1999;1200;28;26;85;1006.5;;;6;
82280;16/04/1999;1800;27.4;26.2;91;1003.5;;;9;
82280;17/04/1999;0000;25;24.6;97;1006.3;;;4;
82280;17/04/1999;1200;28;25.4;81;1006.8;;;8;
82280;17/04/1999;1800;29.8;26.6;78;1004.7;;;6;
82280;18/04/1999;0000;25.6;23.9;87;1006.2;;;0;
82280;18/04/1999;1200;28.6;25.6;79;1006.5;;;5;
82280;18/04/1999;1800;29.8;25.4;70;1005.4;;;6;
82280;19/04/1999;0000;25;23.2;86;1006.2;;;1;
82280;19/04/1999;1200;28.2;25.4;80;1007.6;;;5;
82280;19/04/1999;1800;30;26;73;1004.7;;;7;
82280;20/04/1999;0000;25.6;24.2;89;1006.8;;;1;
82280;20/04/1999;1200;27.8;25.2;81;1005.8;;;5;
82280;20/04/1999;1800;31;26.4;70;1002.7;;;8;
82280;21/04/1999;0000;24.8;23.5;90;1006.6;;;10;
82280;21/04/1999;1200;27.4;25.4;85;1006.7;;;10;
82280;21/04/1999;1800;28.2;24.8;76;1003.9;;;9;
82280;22/04/1999;0000;24.8;23.7;91;1005.8;;;10;
82280;22/04/1999;1200;27.8;25.6;84;1006.9;;;7;
82280;22/04/1999;1800;27.2;25.6;88;1004.2;;;10;
82280;23/04/1999;0000;23.8;23.4;97;1006.3;;;10;
82280;23/04/1999;1200;27.2;25.6;88;1006.8;;;10;
82280;23/04/1999;1800;28;25.6;83;1003.9;;;8;
82280;24/04/1999;0000;25.2;24.2;92;1005.8;;;8;
82280;24/04/1999;1200;28;25.8;84;1005.6;;;6;
82280;24/04/1999;1800;27.8;25;80;1002.3;;;10;
82280;25/04/1999;0000;24.2;23.2;92;1005.2;;;10;
82280;25/04/1999;1200;27.7;25.6;85;1005.8;;;7;
82280;25/04/1999;1800;27.4;25.4;85;1002.7;;;10;
82280;26/04/1999;0000;25;24.6;97;1004.6;;;10;
82280;26/04/1999;1200;25;24;92;1006;;;10;
82280;26/04/1999;1800;29.4;25.6;74;1001.9;;;7;
82280;27/04/1999;0000;26;24.7;90;1004.6;;;7;
82280;27/04/1999;1200;27;24.6;82;1005.2;;;8;
82280;27/04/1999;1800;29.8;26;74;1002.2;;;5;
82280;28/04/1999;0000;25;23.7;90;1005.2;;;10;
82280;28/04/1999;1200;22.8;22.6;98;1007.3;;;10;
82280;28/04/1999;1800;25.8;24.2;88;1004.1;;;10;
82280;29/04/1999;0000;23.6;23.2;97;1006;;;7;
82280;29/04/1999;1200;26.4;24;82;1005.4;;;6;
82280;29/04/1999;1800;29;25.4;75;1002.3;;;6;
82280;30/04/1999;0000;25;23.7;90;1004.9;;;6;
82280;30/04/1999;1200;28.4;25.2;77;1005.6;;;5;
82280;30/04/1999;1800;25.4;23.6;86;1002.7;;;10;
82280;01/05/1999;0000;24.4;23.2;90;1005.2;;;8;
82280;01/05/1999;1200;27.4;25.2;84;1007.4;;;6;
82280;01/05/1999;1800;28.4;25;76;1004.4;;;7;
82280;02/05/1999;0000;25;24.2;94;1006.7;;;10;
82280;02/05/1999;1200;26.4;25;89;1007.8;;;9;
82280;02/05/1999;1800;28.8;25.1;74;1005.2;;;8;
82280;03/05/1999;0000;25;23.4;87;1006.4;;;9;
82280;03/05/1999;1200;28.2;25.2;79;1005.8;;;5;
82280;03/05/1999;1800;29.6;26;75;1004.5;;;8;
82280;04/05/1999;0000;25;23.7;90;1005;;;3;
82280;04/05/1999;1200;27;25.5;89;1006.8;;;10;
82280;04/05/1999;1800;27.4;25.2;84;1003.7;;;10;
82280;05/05/1999;0000;23.3;22.8;96;1006.3;;;10;
82280;05/05/1999;1200;26;24.6;89;1006;;;8;
82280;05/05/1999;1800;26.2;24.8;89;1003.2;;;10;
82280;06/05/1999;0000;24.8;23.5;90;1006;;;4;
82280;06/05/1999;1200;26.6;25;88;1006.5;;;10;
82280;06/05/1999;1800;28.2;25;77;1003.5;;;9;
82280;07/05/1999;0000;25;23.7;90;1005.3;;;3;
82280;07/05/1999;1200;26.2;25;91;1007;;;7;
82280;07/05/1999;1800;26.6;24.6;85;1004.7;;;8;
82280;08/05/1999;0000;24.3;23.7;95;1006.4;;;4;
82280;08/05/1999;1200;27.2;25;84;1006.6;;;9;
82280;08/05/1999;1800;29.2;26.2;79;1003.1;;;9;
82280;09/05/1999;0000;25.4;24.4;92;1005.6;;;10;
82280;09/05/1999;1200;28.4;25.8;81;1005.8;;;8;
82280;09/05/1999;1800;29.8;26.5;77;1002.3;;;9;
82280;10/05/1999;0000;25.2;23.9;90;1004.6;;;1;
82280;10/05/1999;1200;27.2;25.8;89;1005.9;;;8;
